Year,FIRE_NAME,EXPECT_MATCH_2,DPA,Ranger_unit,County,Start,Contained,CDF_acres_burned,Other_acres_burned,Region,Ranger_unit2,County2,County3,Veg_type,Cause,Destroyed_structures,Incident_number,National_forest,Fire_name2,DPA2,Damaged_structures,Firefighter_fatalities,Civilian_fatalities
1988,OUTSIDE ORIGIN #11,,CITY,San Diego,NA,7/31/1988,NA,NA,300,III,NA,NA,NA,B,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,PARDEE,,CDF,Tuolumne-Calaveras,NA,6/28/1988,6/29/1988,1100,NA,IV,NA,NA,NA,BG,Misc,NA,NA,NA,NA,NA,NA,NA,NA
1988,PEACH,,CDF,Riverside,NA,6/28/1988,6/30/1988,889,NA,III,NA,NA,NA,B,Misc,NA,NA,NA,NA,NA,NA,NA,NA
1988,PG&E #19,,CDF,Sonoma,NA,9/11/1988,9/14/1988,8648,NA,I,NA,NA,NA,TWBG,Equipment use,3,NA,NA,NA,NA,NA,NA,NA
1988,PRIU,,CC,Ventura County,NA,9/3/1988,NA,NA,12500,III,LA County,NA,NA,B,Lightning,NA,NA,NA,NA,NA,NA,NA,NA
1988,RESORT,,CDF,Lake-Napa,NA,9/18/1988,9/18/1988,780,NA,I,NA,NA,NA,B,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA
1988,RIVER,,CDF,Owens Valley,NA,5/23/1988,5/23/1988,618,NA,III,NA,NA,NA,B,Campfire,NA,NA,NA,NA,NA,NA,NA,NA
1988,RIVER,,CDF,Sonoma,NA,8/24/1988,8/26/1988,1900,NA,I,NA,NA,NA,TWG,Equipment use,1,NA,NA,NA,NA,NA,NA,NA
1988,RODRIGUEZ,,CDF,San Diego,NA,12/1/1988,12/2/1988,439,NA,III,NA,NA,NA,B,Misc,NA,NA,NA,NA,NA,NA,NA,NA
1988,RUMSEY,,CDF,Lake-Napa,NA,9/11/1988,9/13/1988,1303,NA,I,NA,NA,NA,B,Arson,NA,NA,NA,NA,NA,NA,NA,NA
1988,SADDLE,,CDF,Humboldt-Del Norte,NA,9/4/1988,9/12/1988,6100,NA,I,NA,NA,NA,TGB,Smoking,NA,NA,NA,NA,NA,NA,NA,NA
1988,SHELL CREEK,,CDF,Mendocino,NA,9/18/1988,9/19/1988,360,NA,I,NA,NA,NA,WG,Smoking,NA,NA,NA,NA,NA,NA,NA,NA
1988,SPOOR,,CDF,San Bernardino,NA,7/22/1988,7/23/1988,415,NA,III,NA,NA,NA,B,Playing with fire,NA,NA,NA,NA,NA,NA,NA,NA
1988,STATE,,CDF,Riverside,NA,6/14/1988,6/14/1988,1200,NA,III,NA,NA,NA,BG,Misc,NA,NA,NA,NA,NA,NA,NA,NA
1988,STATE,,USFS,Riverside,NA,7/10/1988,NA,NA,350,III,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,STATE,,CDF,Riverside,NA,7/11/1988,7/12/1988,400,NA,III,NA,NA,NA,B,Misc,NA,NA,NA,NA,NA,NA,NA,NA
1988,STATE,,CDF,San Diego,NA,10/9/1988,10/10/1988,445,NA,III,NA,NA,NA,B,Arson,NA,NA,NA,NA,NA,NA,NA,NA
1988,STATE #1161,,CDF,Riverside,NA,6/23/1988,6/23/1988,400,NA,III,NA,NA,NA,B,Arson,NA,NA,NA,NA,NA,NA,NA,NA
1988,STATE #1662,,CDF,Riverside,NA,8/17/1988,8/19/1988,1000,NA,III,NA,NA,NA,BG,Arson,NA,NA,NA,NA,NA,NA,NA,NA
1988,STATE #1807,,CDF,Riverside,NA,9/4/1988,9/5/1988,4738,NA,III,NA,NA,NA,BG,Misc,NA,NA,NA,NA,NA,NA,NA,NA
1988,STATE #1825,,CDF,Riverside,NA,9/5/1988,9/5/1988,750,NA,III,NA,NA,NA,BGA,Campfire,NA,NA,NA,NA,NA,NA,NA,NA
1988,STATE #2056,,CDF,Riverside,NA,10/11/1988,10/12/1988,327,NA,III,NA,NA,NA,B,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA
1988,STATE #2428,,CDF,Riverside,NA,12/9/1988,12/9/1988,1135,NA,III,NA,NA,NA,BG,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA
1988,STATE #837,,CDF,Riverside,NA,5/19/1988,5/19/1988,627,NA,III,NA,NA,NA,B,Misc,NA,NA,NA,NA,NA,NA,NA,NA
1988,STENT,,CDF,Tuolumne-Calaveras,NA,6/26/1988,6/26/1988,980,NA,IV,NA,NA,NA,B,Lightning,NA,NA,NA,NA,NA,NA,NA,NA
1988,TEXAS,,CDF,San Bernardino,NA,9/28/1988,10/3/1988,4138,7862,III,NA,NA,NA,B,Arson,NA,NA,NA,NA,NA,NA,NA,NA
1988,TONZI,,CDF,Amador-El Dorado,NA,9/5/1988,9/5/1988,341,NA,IV,NA,NA,NA,WBG,Arson,NA,NA,NA,NA,NA,NA,NA,NA
1988,TRINITY (USFS #32),,USFS,Tehama-Glenn,NA,8/31/1988,9/2/1988,NA,560,II,NA,NA,NA,T,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,USFS #41,,USFS,Shasta-Trinity,NA,9/28/1988,NA,NA,7600,II,NA,NA,NA,T,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,UVAS,,CDF,Santa Clara,NA,7/22/1988,7/24/1988,330,NA,I,NA,NA,NA,WBG,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA
1988,YUCCA,,CDF,San Bernardino,NA,8/11/1988,8/12/1988,931,NA,III,NA,NA,NA,B,Arson,NA,NA,NA,NA,NA,NA,NA,NA
1989,BALCH,,USFS,Sierra NF,NA,7/29/1989,8/7/1989,NA,7550,IV,NA,NA,NA,B,NA,NA,NA,NA,NA,NA,NA,NA,NA
1989,BEEGUM,,CDF,Tehama-Glenn,NA,8/15/1989,8/19/1989,700,NA,II,NA,NA,NA,B,NA,NA,NA,NA,NA,NA,NA,NA,NA
1989,BLACK MOUNTAIN,,CITY,San Diego,NA,11/28/1989,11/29/1989,NA,3000,III,NA,NA,NA,G,NA,NA,NA,NA,NA,NA,NA,NA,NA
1989,BURROUGHS,,CDF,Fresno-Kings,NA,7/23/1989,7/24/1989,1542,NA,IV,NA,NA,NA,B,Arson,NA,NA,NA,NA,NA,NA,NA,NA
1989,CALIFORNIA,,CDF,Riverside,NA,6/21/1989,6/22/1989,505,NA,III,NA,NA,NA,B,NA,NA,NA,NA,NA,NA,NA,NA,NA
1989,CANAL,,CDF,Butte,NA,7/7/1989,7/8/1989,750,NA,II,NA,NA,NA,B,Smoking,NA,NA,NA,NA,NA,NA,NA,NA
1989,CHISPA,,CDF,San Luis Obispo,NA,7/27/1989,7/30/1989,10500,NA,III,NA,NA,NA,B,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA
1989,CONCORDIA,,CDF,Riverside,NA,7/5/1989,7/5/1989,1302,NA,III,NA,NA,NA,B,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA
1989,COOK,,CDF,Lake-Napa,NA,8/27/1989,8/30/1989,536,252,I,NA,NA,NA,B,Arson,NA,NA,NA,NA,NA,NA,NA,NA
1989,DOGPATCH,,CDF,San Diego,NA,7/5/1989,7/5/1989,1153,NA,III,NA,NA,NA,B,Misc,NA,NA,NA,NA,NA,NA,NA,NA
1989,EAGLE,,CDF,Lassen-Modoc,NA,7/7/1989,7/10/1989,4600,NA,II,NA,NA,NA,T,Misc,NA,NA,NA,NA,NA,NA,NA,NA
1989,FEATHER,,USFS,Lassen-Modoc,NA,7/14/1989,7/15/1989,NA,420,II,NA,NA,NA,T,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA
1989,JOSHUA,,CDF,San Bernardino,NA,6/20/1989,6/22/1989,690,NA,III,NA,NA,NA,B,Arson,6,NA,NA,NA,NA,NA,NA,NA
1989,LAYMAN,,USFS,Plumas NF,NA,9/6/1989,9/10/1989,NA,4945,II,NA,NA,NA,B,NA,NA,NA,NA,NA,NA,NA,NA,NA
1989,MINDY,,CDF,Riverside,NA,6/16/1989,6/16/1989,520,NA,III,NA,NA,NA,B,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA
1989,MOLERA #2,,CDF,San Benito-Monterey,NA,7/8/1989,7/14/1989,3087,NA,IV,NA,NA,NA,B,Arson,NA,NA,NA,NA,NA,NA,NA,NA
1989,OLIVAS,,CDF,Owens Valley,NA,3/31/1989,4/1/1989,813,NA,III,NA,NA,NA,BG,"Rekindle, Debris",NA,NA,NA,NA,NA,NA,NA,NA
1989,ORIFLAME,,CDF,San Diego,NA,6/19/1989,6/19/1989,340,NA,III,NA,NA,NA,B,Debris,NA,NA,NA,NA,NA,NA,NA,NA
1989,ORTEGA,,USFS,Cleveland NF,NA,6/27/1989,6/28/1989,NA,4000,III,NA,NA,NA,B,NA,NA,NA,NA,NA,NA,NA,NA,NA
1989,PACY,,USFS,Angeles NF,NA,7/30/1989,7/30/1989,NA,1000,III,NA,NA,NA,B,NA,NA,NA,NA,NA,NA,NA,NA,NA
1989,PARK,,CDF,Riverside,NA,7/5/1989,7/6/1989,1200,NA,III,NA,NA,NA,B,Equip. RR,NA,NA,NA,NA,NA,NA,NA,NA
1989,POPPET,,CDF,Riverside,NA,7/14/1989,7/15/1989,1328,NA,III,NA,NA,NA,B,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA
1989,POWER HOUSE,,CDF,Fresno-Kings,NA,7/28/1989,8/1/1989,11600,NA,IV,NA,NA,NA,TB,Arson,NA,NA,NA,NA,NA,NA,NA,NA
1989,PRADO,,CDF,Riverside,NA,7/5/1989,7/5/1989,748,NA,III,NA,NA,NA,B,Misc,NA,NA,NA,NA,NA,NA,NA,NA
1989,PROCTOR #7,,CDF,San Diego,NA,6/28/1989,6/28/1989,340,NA,III,NA,NA,NA,BG,Misc,NA,NA,NA,NA,NA,NA,NA,NA
1989,ROCK,,USFS,Plumas NF,NA,7/8/1989,7/12/1989,NA,3500,II,NA,NA,NA,T,NA,NA,NA,NA,NA,NA,NA,NA,NA
1989,SAN FRANCISCO,,CC,San Berdo/Angeles NF,NA,6/28/1989,NA,1330,839,III,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1989,SLU 1531,,CDF,San Luis Obispo,NA,6/18/1989,6/18/1989,610,NA,III,NA,NA,NA,WBG,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA
1989,STATE 1116,,CDF,Riverside,NA,6/27/1989,6/28/1989,1000,6880,III,NA,NA,NA,B,NA,11,NA,NA,NA,NA,NA,NA,NA
1989,THING,,USFS,Cleveland NF,NA,7/9/1989,7/12/1989,4692,NA,III,NA,NA,NA,B,Smoking,NA,NA,NA,NA,NA,NA,NA,NA
1989,TUTTLE TOWN,,CDF,Tuolumne-Calaveras,NA,9/6/1989,9/7/1989,740,NA,IV,NA,NA,NA,B,NA,NA,NA,NA,NA,NA,NA,NA,NA
1989,VAIL,,USFS,Cleveland NF,NA,7/29/1989,8/7/1989,NA,15100,III,NA,NA,NA,B,Misc,NA,NA,NA,NA,NA,NA,NA,NA
1989,VALLEY,,USFS,Mendocino NF,NA,8/2/1989,8/5/1989,NA,585,I,NA,NA,NA,TB,Campfire,NA,NA,NA,NA,NA,NA,NA,NA
1990,BALD,,CDF,Shasta-Trinity,NA,8/9/1990,8/12/1990,2782,NA,II,NA,NA,NA,GW,Lightning,NA,NA,NA,NA,NA,NA,NA,NA
1990,BEAR,,USFS,Shasta-Trinity,NA,8/8/1990,8/12/1990,1175,300,II,NA,NA,NA,TGWB,Lightning,NA,NA,NA,NA,NA,NA,NA,NA
1990,BEDFORD 923,,CDF,Riverside,NA,6/27/1990,6/29/1990,2190,NA,III,NA,NA,NA,B,Misc,NA,NA,NA,NA,NA,NA,NA,NA
1990,BINGO RINCON #3,,BIA,San Diego,NA,6/26/1990,6/27/1990,NA,300,III,NA,NA,NA,B,Arson,NA,NA,NA,NA,NA,NA,NA,NA
1990,BOW,,CDF,Shasta-Trinity,NA,8/9/1990,8/13/1990,650,NA,II,NA,NA,NA,T,Lightning,NA,NA,NA,NA,NA,NA,NA,NA
1990,BUTTE PG&E #24,,CDF,Amador-El Dorado,NA,11/6/1990,11/7/1990,640,NA,IV,NA,NA,NA,GB,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA
1990,CUYAMACA,,CDF,San Diego,NA,8/6/1990,8/8/1990,400,NA,III,NA,NA,NA,WB,Lightning,NA,NA,NA,NA,NA,NA,NA,NA
1990,DAY,,USFS,Lassen-Modoc,NA,8/10/1990,8/13/1990,4166,541,II,NA,NA,NA,TGWB,Lightning,3,NA,NA,NA,NA,NA,NA,NA
1990,DEHESA #2,,CDF,San Diego,NA,6/27/1990,6/28/1990,1500,NA,III,NA,NA,NA,B,Misc,5,NA,NA,NA,NA,NA,NA,NA
1990,DEVIL,,CDF,Shasta-Trinity,NA,8/8/1990,8/15/1990,600,NA,II,NA,NA,NA,TW,Lightning,NA,NA,NA,NA,NA,NA,NA,NA
1990,DYE,,CDF,Tehama-Glenn,NA,8/6/1990,8/8/1990,4973,227,II,NA,NA,NA,WB,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA
1990,EAGLE,,CDF,Lake-Napa,NA,8/6/1990,8/7/1990,1760,180,I,NA,NA,NA,WB,Arson,NA,NA,NA,NA,NA,NA,NA,NA
1990,ELK HORN,,CDF,Tehama-Glenn,NA,8/9/1990,8/14/1990,15,309,II,NA,NA,NA,B,Lightning,NA,NA,NA,NA,NA,NA,NA,NA
1990,FOREST HILL,,CDF,Nevada-Yuba-Placer,NA,7/20/1990,7/20/1990,300,NA,II,NA,NA,NA,GB,Arson,NA,NA,NA,NA,NA,NA,NA,NA
1990,ISLAND MT. SERIES,,CDF,Humboldt-Del Norte,NA,9/20/1990,9/22/1990,1470,NA,I,NA,NA,NA,TGW,Equipment use,1,NA,NA,NA,NA,NA,NA,NA
1990,KANAKA,,NPS,Shasta-Trinity,NA,8/8/1990,8/15/1990,1396,1673,II,NA,NA,NA,TGB,Lightning,NA,NA,NA,NA,NA,NA,NA,NA
1990,KING,,CDF,Humboldt-Del Norte,NA,8/10/1990,8/14/1990,3500,NA,I,NA,NA,NA,TG,Lightning,NA,NA,NA,NA,NA,NA,NA,NA
1990,LIGHTNING #79,,BLM,Lassen-Modoc,NA,8/10/1990,8/12/1990,178,400,II,NA,NA,NA,B,Lightning,NA,NA,NA,NA,NA,NA,NA,NA
1990,LONG GULCH,,CDF,Santa Clara,NA,7/14/1990,7/17/1990,2100,NA,I,NA,NA,NA,GWB,Misc,NA,NA,NA,NA,NA,NA,NA,NA
1990,LONG VALLEY,,CDF,Shasta-Trinity,NA,8/10/1990,8/15/1990,110,490,II,NA,NA,NA,TWB,Lightning,NA,NA,NA,NA,NA,NA,NA,NA
1990,MATTOLE #2,,CDF,Humboldt-Del Norte,NA,8/8/1990,8/24/1990,5000,NA,I,NA,NA,NA,T,Lightning,NA,NA,NA,NA,NA,NA,NA,NA
1990,MORRETTIS,,BIA,San Diego,NA,6/28/1990,6/30/1990,2510,1840,III,NA,NA,NA,GB,Arson,5,NA,NA,NA,NA,NA,NA,NA
1990,MUD,,CDF,Tehama-Glenn,NA,8/8/1990,8/10/1990,4500,NA,II,NA,NA,NA,W,Lightning,2,NA,NA,NA,NA,NA,NA,NA
1990,PAINT,,CDF,San Diego,NA,9/10/1990,9/13/1990,3400,NA,III,NA,NA,NA,WB,Equipment use,21,NA,NA,NA,NA,NA,NA,NA
1990,PEAKS,,CDF,Humboldt-Del Norte,NA,8/8/1990,8/15/1990,500,NA,I,NA,NA,NA,T,Lightning,NA,NA,NA,NA,NA,NA,NA,NA
1990,PINE (CAMPBELL),,CDF,Tehama-Glenn,NA,8/6/1990,8/16/1990,86388,39504,II,NA,NA,NA,TGWB,Equipment use,27,NA,NA,NA,NA,NA,NA,NA
1990,RAINBOW,,CDF,Humboldt-Del Norte,NA,8/8/1990,8/12/1990,1500,NA,I,NA,NA,NA,T,Lightning,NA,NA,NA,NA,NA,NA,NA,NA
1990,SHIPMAN,,CDF,Humboldt-Del Norte,NA,8/7/1990,8/8/1990,3500,NA,I,NA,NA,NA,T,Lightning,NA,NA,NA,NA,NA,NA,NA,NA
1990,SHULTZ (YORBA),,CDF,San Bernardino,NA,7/12/1990,7/13/1990,6040,NA,III,NA,NA,NA,G,Playing with fire,1,NA,NA,NA,NA,NA,NA,NA
1990,SLU 1626,,CDF,San Luis Obispo,NA,6/20/1990,6/21/1990,600,NA,III,NA,NA,NA,WB,Arson,3,NA,NA,NA,NA,NA,NA,NA
1990,STATE 914,,CDF,Riverside,NA,6/27/1990,6/27/1990,800,NA,III,NA,NA,NA,B,Misc,2,NA,NA,NA,NA,NA,NA,NA
1991,BARRETT,,CDF,San Diego,NA,6/17/1991,6/18/1991,905,746,III,NA,NA,NA,BG,Equipment use,0,NA,NA,NA,NA,0,0,0
1991,CHURCH,,CDF,Humboldt-Del Norte,NA,10/1/1991,10/2/1991,300,NA,I,NA,NA,NA,TWG,Misc,0,NA,NA,NA,NA,0,0,0
1991,GEYSERS,,CDF,Sonoma,NA,10/20/1991,10/23/1991,5884,241,I,NA,NA,NA,BWG,Electrical power,0,NA,NA,NA,NA,0,0,0
1991,KUTRAS,,CDF,Shasta-Trinity,NA,4/14/1991,4/15/1991,360,NA,II,NA,NA,NA,TB,Arson,0,NA,NA,NA,NA,0,0,0
1991,WHITEHORSE,,CDF,Lassen-Modoc,NA,9/4/1991,9/7/1991,350,NA,II,NA,NA,NA,T,Lightning,0,NA,NA,NA,NA,0,0,0
1992,ABERDEEN,,CDF,San Bernardino,NA,6/24/1992,6/25/1992,2000,NA,III,NA,NA,NA,B,Lightning,0,NA,NA,NA,NA,0,0,0
1992,ARROYO SECO,,CDF,San Benito-Monterey,NA,8/1/1992,8/5/1992,300,2200,IV,NA,NA,NA,W,Exposure,1,NA,NA,NA,NA,1,0,0
1992,BARKER,,CDF,Shasta-Trinity,NA,8/20/1992,8/24/1992,5800,NA,II,NA,NA,NA,TGW,Undetermined,0,NA,NA,NA,NA,0,0,0
1992,BORAX,,CDF,Lake-Napa,NA,8/19/1992,8/19/1992,1750,200,I,NA,NA,NA,W,Undetermined,15,NA,NA,NA,NA,0,0,0
1992,BURNEY,,CDF,Shasta-Trinity,NA,7/27/1992,7/28/1992,800,NA,II,NA,NA,NA,T,Playing with fire,0,NA,NA,NA,NA,0,0,0
1992,BURTONS,,CDF,Butte,NA,9/25/1992,9/26/1992,6000,NA,II,NA,NA,NA,B,Undetermined,0,NA,NA,NA,NA,0,0,0
1992,CLEVELAND,,USFS,Amador-El Dorado,NA,9/29/1992,10/5/1992,NA,24580,IV,NA,NA,NA,NA,Undetermined,26,NA,NA,NA,NA,0,2,0
1992,CLOVER,,CDF,Shasta-Trinity,NA,6/20/1992,6/21/1992,310,NA,II,NA,NA,NA,B,Arson,0,NA,NA,NA,NA,0,0,0
1992,DAY FIRE,,CDF,Lassen-Modoc,NA,6/2/1992,6/4/1992,500,NA,II,NA,NA,NA,TW,Equipment use,0,NA,NA,NA,NA,0,0,0
1992,DRY CREEK,,CDF,Madera-Mariposa,NA,8/11/1992,8/12/1992,1500,NA,IV,NA,NA,NA,G,Lightning,0,NA,NA,NA,NA,0,0,0
1992,FARNHAM,,CDF,Amador-El Dorado,NA,8/20/1992,8/22/1992,800,NA,IV,NA,NA,NA,T,Equipment use,0,NA,NA,NA,NA,0,0,0
1992,FAWN,,CDF,Nevada-Yuba-Placer,NA,8/21/1992,8/21/1992,350,NA,II,NA,NA,NA,G,Electrical power,13,NA,NA,NA,NA,0,0,0
1992,FOREST,,CDF/BIA,Riverside,NA,9/6/1992,9/9/1992,1000,NA,III,NA,NA,NA,B,Undetermined,0,NA,NA,NA,NA,0,0,0
1992,FOUNTAIN,,CDF,Shasta-Trinity,NA,8/20/1992,8/28/1992,63960,NA,II,NA,NA,NA,TW,Arson,636,NA,NA,NA,NA,125,0,0
1992,GARVEY,,CDF,Siskiyou,NA,6/3/1992,6/6/1992,353,NA,II,NA,NA,NA,TWA,Undetermined,0,NA,NA,NA,NA,0,0,0
1992,JOLAN #2,,CDF,San Benito-Monterey,NA,6/4/1992,6/4/1992,1625,NA,IV,NA,NA,NA,GWB,Arson,2,NA,NA,NA,NA,1,0,0
1992,LA PALOMA,,CDF,Madera-Mariposa,NA,8/7/1992,8/7/1992,4800,NA,IV,NA,NA,NA,G,Undetermined,0,NA,NA,NA,NA,0,0,0
1992,LIGHTNING #1,,CDF,Lake-Napa,NA,6/24/1992,6/24/1992,2150,NA,I,NA,NA,NA,G,Lightning,0,NA,NA,NA,NA,0,0,0
1992,LINCOLN,,CDF,Nevada-Yuba-Placer,NA,8/19/1992,8/19/1992,1600,NA,II,NA,NA,NA,GB,Smoking,0,NA,NA,NA,NA,0,0,0
1992,MAIDU,,CDF,Butte,NA,9/22/1992,9/23/1992,675,NA,II,NA,NA,NA,W,Undetermined,10,NA,NA,NA,NA,100,0,0
1992,MANZANITA,,USFS/BIA,San Diego,NA,7/19/1992,7/20/1992,821,NA,III,NA,NA,NA,B,Undetermined,1,NA,NA,NA,NA,0,0,0
1992,MARTIN SERIES,,CDF,Humboldt-Del Norte,NA,9/19/1992,9/22/1992,1453,NA,I,NA,NA,NA,TB,Arson,1,NA,NA,NA,NA,0,0,0
1992,MOCCASIN,,CDF,Tuolumne-Calaveras,NA,8/1/1992,8/4/1992,8370,NA,IV,NA,NA,NA,TGWP,Campfire,6,NA,NA,NA,NA,5,0,0
1992,MUD,,CDF,Lassen-Modoc,NA,8/12/1992,8/15/1992,891,594,II,NA,NA,NA,T,Lightning,0,NA,NA,NA,NA,0,0,0
1992,OLD GULCH,,CDF,Tuolumne-Calaveras,NA,8/16/1992,8/21/1992,17386,NA,IV,NA,NA,NA,TWP,Vehicle,170,NA,NA,NA,NA,13,0,0
1992,RAINBOW,,CDF,Riverside,NA,9/27/1992,9/29/1992,2880,NA,III,NA,NA,NA,B,Arson,2,NA,NA,NA,NA,0,0,0
1992,RINCON,,BIA,San Diego,NA,9/16/1992,9/17/1992,200,150,III,NA,NA,NA,B,Undetermined,0,NA,NA,NA,NA,0,0,0
1992,SLICK ROCK,,USFS,San Benito-Monterey,NA,8/17/1992,8/17/1992,NA,2480,IV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,SNELLING,,CDF,Madera-Mariposa,NA,7/14/1992,7/14/1992,2080,NA,IV,NA,NA,NA,AP,Lightning,0,NA,NA,NA,NA,0,0,0
1992,STAR FIRE,,CDF,San Diego,NA,7/16/1992,7/19/1992,430,NA,III,NA,NA,NA,B,Undetermined,0,NA,NA,NA,NA,0,0,0
1992,STATE,,CDF,Riverside,NA,5/31/1992,6/2/1992,1200,NA,III,NA,NA,NA,BG,Arson,0,NA,NA,NA,NA,0,0,0
1992,STATE,,CDF,Riverside,NA,9/27/1992,9/27/1992,1080,NA,III,NA,NA,NA,GB,Arson,0,NA,NA,NA,NA,0,0,0
1992,STATE,,CDF,Riverside,NA,10/7/1992,10/8/1992,411,NA,III,NA,NA,NA,B,Arson,0,NA,NA,NA,NA,0,0,0
1992,STATE 891,,CDF,Riverside,NA,7/5/1992,7/7/1992,1030,NA,III,NA,NA,NA,B,Misc,1,NA,NA,NA,NA,0,0,0
1992,STF #135,,USFS,Tuolumne-Calaveras,NA,9/7/1992,9/7/1992,NA,3460,IV,NA,NA,NA,T,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,VILLA,,CDF,Butte,NA,9/25/1992,9/28/1992,6700,NA,II,NA,NA,NA,GW,Electrical power,19,NA,NA,NA,NA,5,0,0
1992,WILDCAT,,BIA,San Diego,NA,8/17/1992,8/18/1992,1065,800,III,NA,NA,NA,B,Arson,0,NA,NA,NA,NA,0,0,0
1993,ASSIST,,LOCAL,Riverside,NA,7/15/1993,7/16/1993,NA,400,III,NA,NA,NA,B,Smoking,0,NA,NA,NA,NA,0,0,0
1993,ASSIST,,USFS,Inyo NF,NA,8/4/1993,8/4/1993,NA,1000,III,NA,NA,NA,NA,Lightning,0,NA,NA,NA,NA,0,0,0
1993,ASSIST #31,,CC,San Luis Obispo,NA,6/15/1993,6/15/1993,NA,400,III,NA,NA,NA,B,Undetermined,0,NA,NA,NA,NA,0,0,0
1993,ASSIST/OLD COACH,,CITY,San Diego,NA,11/2/1993,11/3/1993,157,1982,III,NA,NA,NA,B,Campfire,36,NA,NA,NA,NA,0,0,0
1993,BELL,,CDF,San Diego,NA,9/22/1993,9/23/1993,300,NA,III,NA,NA,NA,B,Campfire,0,NA,NA,NA,NA,0,0,0
1993,BOX,,CDF,Riverside,NA,10/27/1993,10/28/1993,3500,NA,III,NA,NA,NA,GB,Arson,0,NA,NA,NA,NA,0,0,0
1993,CALIFORNIA,,CDF,Riverside,NA,10/26/1993,10/30/1993,25100,NA,III,NA,NA,NA,BG,Powerlines,107,NA,NA,NA,NA,40,0,0
1993,CHEVRON USA,,LOCAL,Fresno-Kings,NA,5/10/1993,5/10/1993,NA,3000,IV,NA,NA,NA,GB,Electrical power,0,NA,NA,NA,NA,0,0,0
1993,CLEVENGER,,CDF,San Diego,NA,9/8/1993,9/9/1993,409,NA,III,NA,NA,NA,B,Arson,0,NA,NA,NA,NA,0,0,0
1993,DUCK,,CDF,San benito-Monterey,NA,8/15/1993,8/15/1993,480,NA,IV,NA,NA,NA,G,Bird/Powerline,3,NA,NA,NA,NA,0,0,0
1993,EAGLE FIRE,,USFS,Cleveland NF,NA,5/9/1993,5/9/1993,NA,3000,III,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,0
1993,GALLATIN,,CDF,Lassen-Modoc,NA,6/26/1993,6/28/1993,291,NA,II,NA,NA,NA,T,Campfire,0,NA,NA,NA,NA,0,0,0
1993,GERSTLE,,CDF,Sonoma,NA,11/27/1993,11/28/1993,450,NA,I,NA,NA,NA,TG,Campfire,1,NA,NA,NA,NA,0,0,0
1993,GRADE,,CDF,San Diego,NA,6/16/1993,6/18/1993,1500,NA,III,NA,NA,NA,GB,Undetermined,0,NA,NA,NA,NA,0,0,0
1993,GREENMEADOW,,CC,Ventura County,NA,10/26/1993,11/4/1993,NA,40051,III,NA,NA,NA,B,Arson,1,NA,NA,NA,NA,2,0,0
1993,GUEJITO,,CDF,San Diego,NA,10/26/1993,11/2/1993,20722,NA,III,NA,NA,NA,B,Powerlines,9,NA,NA,NA,NA,1,0,0
1993,GUERRERO,,CDF,San Benito-Monterey,NA,6/10/1993,6/12/1993,1513,NA,IV,NA,NA,NA,G,Equipment Use,0,NA,NA,NA,NA,0,0,0
1993,HALL,,LOCAL,Tehama-Glenn,NA,9/12/1993,9/12/1993,NA,475,II,NA,NA,NA,G,Debris,3,NA,NA,NA,NA,2,0,0
1993,HOISINGTON,,CDF,Humboldt-Del Norte,NA,11/26/1993,11/27/1993,307,NA,I,NA,NA,NA,B,Debris,0,NA,NA,NA,NA,0,0,0
1993,KINNELOA,,CC,Angeles NF,NA,10/27/1993,11/1/1993,NA,5715,III,NA,NA,NA,NA,Campfire,15,NA,NA,NA,NA,5,0,0
1993,LAGUNA CANYON,,CC,Orange County,NA,10/27/1993,10/28/1993,NA,16682,III,NA,NA,NA,NA,Arson,366,NA,NA,NA,NA,17,0,0
1993,LOCAL,,LOCAL,Riverside,NA,7/25/1993,7/25/1993,NA,410,III,NA,NA,NA,AGB,Undetermined,0,NA,NA,NA,NA,0,0,0
1993,MARRE,,USFS,Los Padres NF,NA,9/26/1993,NA,3400,27100,III,NA,NA,NA,NA,Smoking,0,NA,NA,NA,NA,0,0,0
1993,MILL CREEK,,CDF,San Bernardino,NA,10/27/1993,10/28/1993,4680,NA,III,NA,NA,NA,B,Powerlines,6,NA,NA,NA,NA,2,0,0
