Year,FIRE_NAME,Damaged_structures,Destroyed_structures,Ranger_unit,Start,Incident_number,County,County2,Region,Ranger_unit2,National_forest,County3,Fire_name2,DPA,DPA2,CDF_acres_burned,Other_acres_burned,Veg_type,Cause,Firefighter_fatalities,Civilian_fatalities,Contained
2012,FISH,0,0,NA,7/7/12,BDU-7678,Inyo,NA,NA,NA,NA,NA,NA,CDF,NA,1103,NA,B,Undetermined,0,0,7/9/12
2013,FISH,0,0,NA,8/23/13,SQF-3295,Tulare,NA,NA,NA,NA,NA,NA,USFS,NA,NA,2060,T,Lightning,0,0,9/5/13
2016,FISH,0,0,NA,6/20/16,LAC-177288,Los Angeles,NA,NA,NA,NA,NA,NA,USFS,NA,NA,4253,BG,Human,0,0,7/5/16
1987,FISH,0,0,NA,10/1/87,NA,Ventura,NA,NA,NA,Los Padres,NA,NA,USFS,NA,NA,4205,NA,Lightning,0,NA,10/8/87
1982,FIVE,0,0,Klamath NF,7/21/82,NA,NA,NA,II,NA,NA,NA,NA,NF,NA,0,1800,TB,NA,NA,NA,7/26/82
2005,FIVE,0,0,Fresno-Kings,6/4/05,NA,NA,NA,Sierra,NA,NA,NA,NA,CDF,NA,5514,NA,G,Vehicle,NA,NA,6/5/05
2004,FKU 7654,0,0,Fresno-Kings,6/26/04,NA,NA,NA,Sierra,NA,NA,NA,NA,LOC,NA,NA,5000,A,Debris Burning,NA,NA,6/26/04
1996,FKU-15832,0,0,Fresno-Kings,4/19/96,NA,NA,NA,Sierra,NA,NA,NA,NA,LOCAL,NA,NA,920,B,Arson,0,0,4/19/96
2012,FLAT,0,0,NA,7/11/12,SHF-2290,Trinity,NA,NA,NA,NA,NA,NA,USFS,NA,NA,1688,TG,Unidentified,0,0,7/17/12
2016,FLAT,0,0,NA,9/19/16,KRN-35570,Kern,NA,NA,NA,NA,NA,NA,CC,NA,NA,307,G,Equipment use,0,0,9/22/16
1981,FLAT,0,0,Kern CC,8/27/81,NA,NA,NA,IV,NA,NA,NA,NA,CC,NA,0,1500,G,Play W/Fire,NA,NA,8/30/81
1984,FLAT TOP,0,0,Fresno-Kings,5/25/84,NA,NA,NA,IV,NA,NA,NA,NA,CDF,NA,6825,NA,BG,Electrical power,NA,NA,5/26/84
2008,FLEA VALLEY,0,0,Butte,6/21/08,NA,NA,NA,NA,NA,NA,NA,NA,CDF,NA,1248,NA,T,Lightning,0,0,6/21/08
1986,FLINN,0,0,San Diego,6/27/86,NA,NA,NA,III,NA,NA,NA,NA,CDF,NA,680,NA,B,Playing with fire,NA,NA,6/27/86
1987,FLUME,0,0,NA,8/30/87,NA,Trinity,NA,NA,NA,Shasta-Trinity,NA,NA,USFS,NA,NA,11325,NA,Lightning,0,NA,9/21/87
2011,FLYNN,0,0,NA,7/14/11,SCU-002779,Alameda,NA,NA,NA,NA,NA,NA,CDF,NA,500,NA,G,Equipment use,0,0,7/14/11
2011,FLYNN,0,0,NA,7/21/11,SCU-002885,Alameda,NA,NA,NA,NA,NA,NA,CDF,NA,545,NA,G,Arson,0,0,7/22/11
2015,FOREBAY,0,0,NA,5/11/15,MMU-8812,Merced,NA,NA,NA,NA,NA,NA,CDF,NA,692,NA,G,Vehicle,0,0,5/12/15
1992,FOREST,0,0,Riverside,9/6/92,NA,NA,NA,III,NA,NA,NA,NA,CDF/BIA,NA,1000,NA,B,Undetermined,0,0,9/9/92
2012,FOREST,0,0,NA,7/21/12,LNU-5495,Yolo,NA,NA,NA,NA,NA,NA,CDF,NA,520,NA,G,Equipment use,0,0,7/24/12
1995,FOREST GATE,0,0,San Diego,7/29/95,NA,NA,NA,South,NA,NA,NA,NA,CDF,NA,1650,NA,B,Smoking,0,0,7/30/95
1990,FOREST HILL,0,0,Nevada-Yuba-Placer,7/20/90,NA,NA,NA,II,NA,NA,NA,NA,CDF,NA,300,NA,GB,Arson,NA,NA,7/20/90
2009,FORK,0,0,NA,7/18/09,INF-885,Inyo,NA,NA,NA,NA,NA,NA,USFS,NA,NA,3268,T,Lightning,0,0,7/27/09
1987,FORK,0,0,NA,8/31/87,NA,Tehama,NA,NA,NA,Mendocino,NA,NA,USFS,NA,NA,800,NA,Lightning,0,NA,9/5/87
2015,FORK COMPLEX,0,12,NA,7/30/15,SHF-2067,Trinity,NA,NA,NA,NA,NA,NA,USFS,NA,NA,36499,TBG,Undetermined,0,0,8/29/15
2013,FORKS COMPLEX,0,0,NA,7/31/13,KNF-5949,Siskiyou,NA,NA,NA,NA,NA,NA,USFS,NA,NA,37246,TB,Human,0,0,10/1/13
2016,FORT,0,0,NA,7/8/16,KRN-25390,Kern,NA,NA,NA,NA,NA,NA,CC,NA,NA,554,BG,Undetermined,0,0,7/9/16
2009,FORT,0,0,San Bernardino,2/5/09,NA,NA,NA,NA,NA,NA,NA,NA,CDF,NA,945,NA,B,Debris,0,0,2/7/09
2012,FORT COMPLEX,0,0,NA,8/5/12,KNF-5659,Siskiyou,NA,NA,NA,NA,NA,NA,USFS,NA,NA,23653,TB,Lightning,0,0,9/10/12
1987,FORT COPPER,0,0,NA,8/30/87,NA,Siskiyou,NA,NA,NA,Klamath,NA,NA,USFS,NA,NA,26840,NA,Lightning,0,NA,10/2/87
2009,FORTY NINE,0,97,Placer,8/30/09,NA,NA,NA,NA,NA,NA,NA,NA,CDF,NA,311,NA,G,Arson,0,0,9/1/09
2013,FOSTER,0,0,NA,5/3/13,MEU-3381,Mendocino,NA,NA,NA,NA,NA,NA,CDF,NA,300,NA,T,Debris Burning,0,0,5/5/13
1992,FOUNTAIN,125,636,Shasta-Trinity,8/20/92,NA,NA,NA,II,NA,NA,NA,NA,CDF,NA,63960,NA,TW,Arson,0,0,8/28/92
2003,FOURTY,0,0,Sonoma-Lake-Napa,7/1/03,NA,NA,NA,Coast,NA,NA,NA,NA,CDF,NA,300,NA,B,Equipment use,NA,NA,7/1/03
1987,FOUTS COMPLEX,0,0,NA,8/31/87,NA,Colusa,NA,NA,NA,Mendocino,NA,NA,USFS,NA,NA,18037,NA,Lightning,0,NA,9/12/87
1979,FOWLER PEAK,0,0,Tuolumne-Calaveras,6/11/79,NA,NA,NA,IV,NA,NA,NA,NA,CDF,NA,4123,45,WB,Equipment use,NA,NA,6/13/79
2013,FOX,0,0,NA,7/3/13,LMU-2700,Modoc,NA,NA,NA,NA,NA,NA,CDF,NA,502,NA,G,Lightning,0,0,7/7/13
1982,FOX,0,0,Riverside,8/9/82,NA,NA,NA,VI,NA,NA,NA,NA,CDF,NA,550,0,B,Arson,NA,NA,8/9/82
2008,FOXBOROUGH,0,0,San Bernardino,10/22/08,NA,NA,NA,NA,NA,NA,NA,NA,CDF,NA,324,NA,BG,Incendiary,0,0,10/22/08
1987,FREANER,0,0,NA,8/30/87,NA,Shasta,NA,NA,NA,Lassen,NA,NA,USFS,NA,NA,425,NA,Lightning,0,NA,9/5/87
2008,FREEWAY,0,245,Riverside,11/15/08,NA,NA,NA,NA,NA,NA,NA,NA,CDF,NA,30305,NA,G,Structure,0,0,11/22/08
2014,FRENCH,0,0,NA,7/28/14,SNF-1619,Madera,NA,NA,NA,NA,NA,NA,USFS,NA,NA,13838,TB,Human,0,0,8/18/14
2004,FRENCH,15,30,Shasta-Trinity,8/14/04,NA,NA,NA,Cascade,NA,NA,NA,NA,CDF,NA,13005,NA,TB,Undetermined,NA,NA,8/20/04
1987,FRENCH,0,0,NA,8/30/87,NA,Butte,NA,NA,NA,Plumas,NA,NA,USFS,NA,NA,430,NA,Lightning,0,NA,9/5/87
1983,FRESNO #2,0,1,Riverside,7/12/83,NA,NA,NA,VI,NA,NA,NA,NA,CDF,NA,700,0,B,Arson,NA,NA,7/13/83
1983,FRESNO #3,0,0,Riverside,7/13/83,NA,NA,NA,VI,NA,NA,NA,NA,CDF,NA,900,0,B,Arson,NA,NA,7/14/83
2008,FREY,0,0,Butte,6/21/08,NA,NA,NA,NA,NA,NA,NA,NA,CDF,NA,4000,NA,T,Lightning,0,0,7/28/08
1987,FRIENDLY,0,0,NA,8/30/87,NA,Trinity,NA,NA,NA,Shasta-Trinity,NA,NA,USFS,NA,NA,3400,NA,Lightning,0,NA,9/14/87
2015,FROG,0,0,NA,7/30/15,MDF-570,Modoc,NA,NA,NA,NA,NA,NA,USFS,NA,NA,4863,T,Lightning,1,0,8/6/15
2004,GAFFORD,0,0,Riverside,5/2/04,NA,NA,NA,South,NA,NA,NA,NA,CDF,NA,450,NA,B,Misc,NA,NA,5/3/04
2012,GAINES,0,0,NA,6/12/12,MMU-009308,Mariposa,NA,NA,NA,NA,NA,NA,CDF,NA,1700,NA,G,Electrical power,0,0,6/14/12
1996,GALE,0,0,Fresno-Kings,4/27/96,NA,NA,NA,Sierra,NA,NA,NA,NA,CDF,NA,1500,NA,G,Equipment Use,0,0,4/27/96
1993,GALLATIN,0,0,Lassen-Modoc,6/26/93,NA,NA,NA,II,NA,NA,NA,NA,CDF,NA,291,NA,T,Campfire,0,0,6/28/93
1986,GALVIN,0,0,Riverside,5/17/86,NA,NA,NA,III,NA,NA,NA,NA,CDF,NA,602,NA,B,Campfire,NA,NA,5/18/86
1981,GAMBOA #1,0,0,Los Padres NF,6/25/81,NA,NA,NA,V,NA,NA,NA,NA,USFS,NA,0,3620,BG,Campfire,NA,NA,7/1/81
1985,GANN,0,0,Tuolumne-Calaveras,7/4/85,NA,NA,NA,IV,NA,NA,NA,NA,CDF,NA,915,NA,WBG,Equipment use,NA,NA,7/4/85
2008,GAP,0,4,NA,7/1/08,LPF-1778,Santa Barbara,NA,NA,NA,NA,NA,NA,USFS,NA,NA,9443,T,Misc,0,0,7/28/08
2016,GAP,0,14,NA,8/27/16,KNF-7501,Siskiyou,NA,NA,NA,NA,NA,NA,USFS,NA,NA,33867,BT,Undetermined,0,0,9/16/16
2001,GAP,0,1,Placer/Tahoe NF,8/12/01,NA,NA,NA,Cascade,NA,NA,NA,NA,USFS,NA,NA,2462,NA,Under investigation,NA,NA,8/17/01
2017,GARDEN,0,0,NA,7/30/17,SQF-1989,Kern,NA,NA,NA,NA,NA,NA,USFS,NA,NA,450,B,Misc,0,0,8/9/17
2002,GARNET,0,0,San Diego,7/13/02,NA,NA,NA,South,NA,NA,NA,NA,CDF,NA,789,NA,B,Undetermined,0,0,7/16/02
1988,GARNET DIKE,0,0,Fresno-Kings,8/30/88,NA,NA,NA,IV,NA,NA,NA,NA,USFS,NA,NA,1725,T,NA,NA,NA,NA
1992,GARVEY,0,0,Siskiyou,6/3/92,NA,NA,NA,II,NA,NA,NA,NA,CDF,NA,353,NA,TWA,Undetermined,0,0,6/6/92
2017,GARZA,0,0,NA,7/9/17,FKU-9755,Kings,NA,NA,NA,NA,NA,NA,CDF,NA,48660,NA,BG,Equipment Use,0,0,7/25/17
2015,GASQUET COMPLEX,0,0,NA,7/31/15,SRF-1488,Del Norte,NA,NA,NA,NA,NA,NA,USFS,NA,NA,30361,T,Lightning,0,0,10/15/15
2017,GATE,0,0,NA,5/20/17,MVU-12098,San Diego,NA,NA,NA,NA,NA,NA,CDF,NA,2056,NA,BG,Undetermined,0,0,5/22/17
1996,GATES,0,0,Lake-Napa (Solano Co.),10/9/96,NA,NA,NA,Coast,NA,NA,NA,NA,CDF,NA,1500,NA,GWB,Arson,0,0,10/11/96
2004,GATOS,1,8,Fresno-Kings,7/11/04,NA,NA,NA,Sierra,NA,NA,NA,NA,CDF,NA,1307,NA,GB,Equipment use,NA,NA,7/13/04
2008,GATOS,0,0,Fresno-Kings,5/22/08,NA,NA,NA,NA,NA,NA,NA,NA,CDF,NA,331,NA,G,Misc,0,0,5/22/08
1985,GAVALIN,0,0,Riverside,7/2/85,NA,NA,NA,VI,NA,NA,NA,NA,CDF,NA,473,NA,B,Equipment use,NA,NA,7/2/85
2002,GAVILAN,13,43,San Diego,2/10/02,NA,NA,NA,South,NA,NA,NA,NA,CDF,NA,5763,NA,B,Debris Burning,0,0,2/15/02
1988,GAVILAN,0,0,San Diego,3/31/88,NA,NA,NA,III,NA,NA,NA,NA,CDF,NA,325,NA,B,Campfire,NA,NA,4/2/88
1981,GAY,0,0,Los Padres NF,10/21/81,NA,NA,NA,V,NA,NA,NA,NA,USFS,NA,1015,375,BG,Equipment use,NA,NA,10/24/81
1980,GEHRICKE,0,0,Sonoma,10/3/80,NA,NA,NA,I,NA,NA,NA,NA,CDF,NA,644,0,TWBG,Smoking,NA,NA,10/4/80
2013,GENERAL,0,0,NA,5/26/13,MVU-11025,San Diego,NA,NA,NA,NA,NA,NA,CDF,NA,2500,NA,B,Human,0,0,5/31/13
2012,GEORGE,0,0,NA,6/1/12,SQF-1384,Tulare,NA,NA,NA,NA,NA,NA,USFS,NA,NA,1707,TB,Unidentified,0,0,6/15/12
1987,GERBER,0,0,NA,5/7/87,NA,Stanislaus,NA,NA,NA,NA,NA,NA,CDF,NA,1470,NA,NA,Equipment Use,0,NA,5/11/87
1993,GERSTLE,0,1,Sonoma,11/27/93,NA,NA,NA,I,NA,NA,NA,NA,CDF,NA,450,NA,TG,Campfire,0,0,11/28/93
1991,GEYSERS,0,0,Sonoma,10/20/91,NA,NA,NA,I,NA,NA,NA,NA,CDF,NA,5884,241,BWG,Electrical power,0,0,10/23/91
2004,GEYSERS,0,7,Sonoma-Lake-Napa,9/3/04,NA,NA,NA,Coast,NA,NA,NA,NA,CDF,NA,12525,NA,TWB,Equipment use,NA,NA,9/8/04
1988,GEYSERS SERIES,0,0,Sonoma,9/11/88,NA,NA,NA,I,NA,NA,NA,NA,CDF,NA,352,NA,WB,Arson,NA,NA,9/14/88
1994,GIBBEL,0,0,Riverside,6/27/94,NA,NA,NA,South,NA,NA,NA,NA,CDF,NA,818,NA,B,Arson,0,0,6/28/94
1987,GILL,0,0,NA,5/9/87,NA,Stanislaus,NA,NA,NA,NA,NA,NA,CDF,NA,300,NA,NA,Lightning,0,NA,5/11/87
1994,GILMAN,0,0,Riverside,6/27/94,NA,NA,NA,South,NA,NA,NA,NA,CDF,NA,1864,NA,GB,Arson,0,0,7/1/94
2011,GILMAN,0,0,NA,8/6/11,RRU-071943,Riverside,NA,NA,NA,NA,NA,NA,CDF,NA,945,NA,G,Undetermined,0,0,8/7/11
1994,GILMAN FIRE,0,0,Riverside,7/24/94,NA,NA,NA,South,NA,NA,NA,NA,CDF,NA,1905,NA,G,Arson,0,0,7/24/94
2008,GLADDING,0,16,Nevada-Yuba-Placer,9/1/08,NA,NA,NA,NA,NA,NA,NA,NA,CDF,NA,1000,NA,G,Structure,0,0,9/3/08
1987,GLASGOW,0,0,NA,8/30/87,NA,Siskiyou,NA,NA,NA,Klamath,NA,NA,USFS,NA,NA,13370,NA,Lightning,0,NA,9/15/87
1985,GLEASON,0,0,Angeles NF,10/14/85,NA,NA,NA,VI,NA,NA,NA,NA,USFS,NA,NA,1200,B,Campfire,NA,NA,10/16/85
1988,GLEN HELEN,0,0,San Bernardino,9/28/88,NA,NA,NA,III,NA,NA,NA,NA,CDF,NA,345,NA,B,Misc,NA,NA,9/29/88
2009,GLORIA,0,1,Monterey,8/27/09,NA,NA,NA,NA,NA,NA,NA,NA,CDF,NA,6437,NA,G,Other,0,0,9/1/09
2000,GOAT,0,0,Lassen,7/17/00,NA,NA,NA,Cascade,NA,NA,NA,NA,CDF,NA,1084,NA,T,Campfire,0,0,7/20/00
2013,GOBBLERS,0,0,NA,8/20/13,BDF-11417,San Bernardino,NA,NA,NA,NA,NA,NA,USFS,NA,NA,413,TG,Lightning,0,0,8/30/13
1981,GOETZ,0,0,Riverside,7/4/81,NA,NA,NA,VI,NA,NA,NA,NA,CDF,NA,1000,0,BA,Arson,NA,NA,7/4/81
2007,GOLDEN,0,0,NA,8/16/07,NA,NA,NA,Tuolumne-Calaveras,NA,NA,NA,NA,NA,NA,66,0,T,Vehicle,0,0,8/17/07
2000,GOLDEN FIRE,0,0,San Bernardino,8/1/00,NA,NA,NA,South,NA,NA,NA,NA,USFS,NA,NA,2150,NA,NA,NA,NA,8/8/00
1979,GOLDEN GATE,0,1,Tuolumne-Calaveras,6/12/79,NA,NA,NA,IV,NA,NA,NA,NA,CDF,NA,1310,0,BG,Smoking,NA,NA,6/13/79
2009,GOMEZ (SHU COMPLEX),0,0,Shasta,8/3/09,NA,NA,NA,NA,NA,NA,NA,NA,CDF,NA,404,NA,T,Lightning,0,0,8/17/09
2006,GOODALE,0,0,San Bernardino,6/26/06,NA,NA,NA,South,NA,NA,NA,NA,OTHER,NA,0,3750,B,Other,NA,NA,6/29/06
2016,GOOSE,1,9,NA,7/30/16,FKU-10852,Fresno,NA,NA,NA,NA,NA,NA,CDF,NA,2241,NA,BG,Arson,0,0,8/9/16
2009,GOOSE (SHU COMPLEX),0,0,Shasta,8/3/09,NA,NA,NA,NA,NA,NA,NA,NA,CDF,NA,3918,NA,T,Lightning,0,0,8/17/09
1985,GOPHER,0,1,San Diego,7/1/85,NA,NA,NA,VI,NA,NA,NA,NA,CDF,NA,1200,NA,B,Misc,NA,NA,7/3/85
1985,GORDA-RAT,0,8,San Benito-Monterey,7/6/85,NA,NA,NA,V,NA,NA,NA,NA,USFS,NA,NA,55889,BG,Lightning,NA,NA,7/19/85
2013,GORGONIO,0,0,NA,5/4/13,RRU-45459,Riverside,NA,NA,NA,NA,NA,NA,CDF,NA,650,NA,BG,Undetermined,0,0,5/4/13
1993,GRADE,0,0,San Diego,6/16/93,NA,NA,NA,III,NA,NA,NA,NA,CDF,NA,1500,NA,GB,Undetermined,0,0,6/18/93
2017,GRADE,0,1,NA,7/16/17,MEU-8307,Mendocino,NA,NA,NA,NA,NA,NA,CDF,NA,900,NA,BG,Vehicle,0,0,7/18/17
2016,GRADE,1,10,NA,8/24/16,SKU-7392,Siskiyou,NA,NA,NA,NA,NA,NA,CDF,NA,710,NA,BGT,Electrical power,0,0,9/10/16
1987,GRADE,0,0,NA,10/4/87,NA,San Diego,NA,NA,NA,NA,NA,NA,CDF,NA,2900,NA,NA,Arson,0,NA,10/4/87
2007,GRADE,0,0,NA,12/3/07,NA,NA,NA,San Luis Obispo,NA,NA,NA,NA,NA,NA,0,97,T,Misc,0,0,12/6/07
1988,GRADE,0,1,Tuolumne-Calaveras,8/19/88,NA,NA,NA,IV,NA,NA,NA,NA,CDF,NA,380,NA,TBG,Equipment use,NA,NA,8/20/88
2013,GRAND,0,0,NA,5/15/13,LPF-1281,Kern,NA,NA,NA,NA,NA,NA,USFS,NA,NA,4346,BT,Unidentified,0,0,5/22/13
2003,GRAND PRIX,71,136,San Bernardino,10/21/03,NA,NA,NA,South,NA,NA,NA,NA,OTHER,NA,NA,12289,B,Equipment use,NA,NA,10/21/03
2000,GRANITE,0,0,Mariposa,7/2/00,NA,NA,NA,Sierra,NA,NA,NA,NA,CDF,NA,2000,NA,WB,Shooting,0,0,7/4/00
2009,GRANITE,0,0,NA,6/30/09,SQF-2139,Tulare,NA,NA,NA,NA,NA,NA,USFS,NA,NA,1417,TB,Lightning,0,0,8/21/09
2011,GRANITE,0,7,NA,7/9/11,TUU-000188,Tulare,NA,NA,NA,NA,NA,NA,CDF,NA,780,NA,G,Undetermined,0,0,7/12/11
1981,GRANITE SPRINGS,0,0,Madera-Mariposa,7/15/81,NA,NA,NA,IV,NA,NA,NA,NA,CDF,NA,590,0,TBG,Equipment use,NA,NA,7/15/81
2017,GRANT,0,0,NA,7/31/17,INF-1235,Mono,NA,NA,NA,NA,NA,NA,USFS,NA,NA,400,BT,Lightning,0,0,8/3/17
2012,GRAPE,0,0,NA,7/28/12,KRN-22306,Kern,NA,NA,NA,NA,NA,NA,CDF,NA,370,NA,G,Undetermined,0,0,7/29/12
2008,GRAPEVINE,0,0,NA,6/6/08,KRN-016886,Kern,NA,NA,NA,NA,NA,NA,CC,NA,NA,507,G,Undetermined,0,0,6/8/08
2012,GRAPEVINE,0,0,NA,7/8/12,LNU-5039,Colusa,NA,NA,NA,NA,NA,NA,CDF,NA,1870,NA,B,Undetermined,0,0,7/12/12
2001,GRASSHOPPER,0,0,Lassen,7/25/01,NA,NA,NA,Cascade,NA,NA,NA,NA,CDF,NA,992,NA,GB,Lightning,0,0,7/27/01
2011,GREAT,0,0,NA,10/1/11,MVU-0011019,San Diego,NA,NA,NA,NA,NA,NA,CDF,NA,2135,NA,GB,Undetermined,0,0,10/7/11
1993,GREENMEADOW,2,1,Ventura County,10/26/93,NA,NA,NA,III,NA,NA,NA,NA,CC,NA,NA,40051,B,Arson,0,0,11/4/93
2015,GRENADE,0,0,NA,4/29/15,MCP-1212,San Diego,NA,NA,NA,NA,NA,NA,DOD,NA,NA,2025,B,Undetermined,0,0,5/5/15
1987,GRIDER/LAKE,0,0,NA,8/30/87,NA,Siskiyou,NA,NA,NA,Klamath,NA,NA,USFS,NA,NA,15510,NA,Lightning,0,NA,9/19/87
1984,GRIMES,0,0,Ventura County,5/7/84,NA,NA,NA,VI,NA,NA,NA,NA,CC,NA,NA,10500,BG,Equipment use,NA,NA,5/8/84
1981,GRIZZLY,0,1,Lake-Napa,7/26/81,NA,NA,NA,I,NA,NA,NA,NA,CDF,NA,4392,0,WBG,Arson,NA,NA,7/28/81
1985,GRIZZLY,0,0,Tuolumne-Calaveras,7/3/85,NA,NA,NA,IV,NA,NA,NA,NA,CDF,NA,530,NA,WBG,Arson,NA,NA,7/4/85
2009,GROUSE,0,0,NA,5/30/09,YNP-1510,Mariposa,NA,NA,NA,NA,NA,NA,NPS,NA,NA,3007,T,Lightning,0,0,8/12/09
1997,GROVE,26,3,Fresno-Kings,5/19/97,NA,NA,NA,Sierra,NA,NA,NA,NA,CDF,NA,1235,160,G,Electrical power,0,0,5/19/97
1993,GUEJITO,1,9,San Diego,10/26/93,NA,NA,NA,III,NA,NA,NA,NA,CDF,NA,20722,NA,B,Powerlines,0,0,11/2/93
1993,GUERRERO,0,0,San Benito-Monterey,6/10/93,NA,NA,NA,IV,NA,NA,NA,NA,CDF,NA,1513,NA,G,Equipment Use,0,0,6/12/93
2008,GULCH,0,0,NA,9/7/08,SHF-1944,Shasta,NA,NA,NA,NA,NA,NA,USFS,NA,NA,2847,TB,Equipment Use,0,0,9/11/08
2012,GULCH,0,1,NA,6/19/12,SQF-001644,Kern,NA,NA,NA,NA,NA,NA,USFS,NA,NA,385,BG,Human,0,0,6/21/12
2014,GULCH,0,4,NA,9/10/14,SHU-8322,Shasta,NA,NA,NA,NA,NA,NA,CDF,NA,1300,NA,B,Vehicle,0,0,9/15/14
1987,GULCH,0,0,NA,8/30/87,NA,Siskiyou,NA,NA,NA,Klamath,NA,NA,USFS,NA,NA,14260,NA,Lightning,0,NA,9/19/87
1987,GULCH,0,1,NA,8/30/87,NA,Trinity,NA,NA,NA,Shasta-Trinity,NA,NA,USFS,NA,NA,6800,NA,Lightning,0,NA,9/9/87
2014,GUN CLUB,0,0,NA,6/19/14,MMU-10597,Merced,NA,NA,NA,NA,NA,NA,CDF,NA,400,NA,G,Debris Burning,0,0,6/19/14
2014,GUN CLUB,0,0,NA,7/24/14,MMU-12965,Merced,NA,NA,NA,NA,NA,NA,CDF,NA,422,NA,G,Human,0,0,8/2/14
1999,GUN II,0,0,Tehama-Glenn,9/28/99,NA,NA,NA,Coast,NA,NA,NA,NA,CDF,NA,60390,NA,TWB,Undetermined,0,0,10/8/99
1995,GUNTLEY,0,0,Mendocino,10/4/95,NA,NA,NA,Coast,NA,NA,NA,NA,CDF,NA,2540,NA,BG,Arson,0,0,10/5/95
1982,GYPSUM,0,14,Orange County,10/9/82,NA,NA,NA,VI,NA,NA,NA,NA,CC,NA,0,16800,B,Misc,NA,NA,10/11/82
1993,HALL,2,3,Tehama-Glenn,9/12/93,NA,NA,NA,II,NA,NA,NA,NA,LOCAL,NA,NA,475,G,Debris,0,0,9/12/93
1979,HALL,0,0,Riverside,8/25/79,NA,NA,NA,VI,NA,NA,NA,NA,CDF,NA,350,0,B,Arson,NA,NA,8/25/79
1983,HAMLIN CANYON,0,0,Butte,9/3/83,NA,NA,NA,II,NA,NA,NA,NA,CDF,NA,1860,0,BG,Misc,NA,NA,9/4/83
1979,HANES #2,0,0,Mendocino,9/12/79,NA,NA,NA,I,NA,NA,NA,NA,CDF,NA,370,0,TWBG,Debris,NA,NA,9/14/79
1979,HANSON,0,0,San Diego,7/26/79,NA,NA,NA,VI,NA,NA,NA,NA,CDF,NA,580,0,B,Equipment use,NA,NA,7/26/79
1987,HAPPY,0,1,NA,8/30/87,NA,Siskiyou,NA,NA,NA,Klamath,NA,NA,USFS,NA,NA,300,NA,Lightning,0,NA,9/6/87
1979,HAPPY,0,0,Modoc NF,7/19/79,NA,NA,NA,II,NA,NA,NA,NA,USFS,NA,0,2473,T,Lightning,NA,NA,7/22/79
2000,HAPPY CAMP,0,3,Inyo Fire #168,7/23/00,NA,NA,NA,South,NA,NA,NA,NA,BLM,NA,NA,5500,NA,Under investigation,NA,NA,7/28/00
2014,HAPPY CAMP COMPLEX,2,6,NA,8/14/14,KNF-5956,Siskiyou,NA,NA,NA,NA,NA,NA,USFS,NA,NA,134056,T,Lightning,0,0,10/31/14
2001,HAPPY CAMP COMPLEX,0,0,Siskiyou,9/14/01,NA,NA,NA,Cascade,NA,NA,NA,NA,USGS,NA,NA,8500,TW,Lightning,NA,NA,10/10/01
2009,HARDEN,0,0,NA,6/8/09,YNP-1659,Tuolumne,NA,NA,NA,NA,NA,NA,NPS,NA,NA,1654,T,Lightning,0,0,8/9/09
2008,HARDY,0,0,Mendocino,6/30/08,NA,NA,NA,NA,NA,NA,NA,NA,CDF,NA,5581,NA,TBG,Lightning,0,0,6/30/08
1996,HARMONY,18,26,San Diego,10/21/96,NA,NA,NA,South,NA,NA,NA,NA,CDF,NA,5000,NA,B,Undetermined,0,1,10/23/96
2000,HARRIS,0,0,Santa Barbara,9/13/00,NA,NA,NA,Sierra,NA,NA,NA,NA,CC,NA,NA,9700,B,Under investigation,NA,NA,9/18/00
2007,HARRIS 2,0,729,NA,10/21/07,NA,NA,NA,San Diego,NA,NA,NA,NA,NA,NA,90440,0,B,Human,0,1,11/9/07
1987,HASWELL,0,0,NA,6/26/87,NA,Yolo,NA,NA,NA,NA,NA,NA,CDF,NA,310,NA,NA,Arson,0,NA,6/26/87
2013,HATHAWAY,0,1,NA,6/9/13,BDF-8526,Riverside,NA,NA,NA,NA,NA,NA,USFS,NA,NA,3870,B,Unidentified,0,0,10/15/13
1982,HAUL,0,65,Ventura County,10/8/82,NA,NA,NA,VI,NA,NA,NA,NA,CC,NA,0,3000,BG,Arson,NA,NA,10/9/82
1979,HAUSER,0,0,Cleveland NF,7/10/79,NA,NA,NA,VI,NA,NA,NA,NA,USFS,NA,0,681,B,Campfire,NA,NA,7/15/79
2016,HAVILA,0,0,NA,8/27/16,KRN-32375,Kern,NA,NA,NA,NA,NA,NA,CC,NA,NA,304,BG,Undetermined,0,0,8/31/16
1988,HAVILAH,0,0,Kern County,8/11/88,NA,NA,NA,IV,NA,NA,NA,NA,CC,NA,NA,1573,TB,NA,NA,NA,NA
2017,HELENA,0,131,NA,8/30/17,SHF-1770,Trinity,NA,NA,NA,NA,NA,NA,USFS,NA,NA,21446,BT,Misc,0,0,10/19/17
2008,HELLS HALF COMPLEX,0,1,NA,6/20/08,SRF-1123,Humboldt,Trinity,NA,NA,NA,NA,NA,USFS,NA,NA,15146,TB,Lightning,0,0,7/28/08
1997,HEMLOCK,0,0,San Bernardino,7/5/97,NA,NA,NA,South,NA,NA,NA,NA,USFS,NA,NA,3750,NA,NA,0,0,7/5/97
1981,HERBERT,0,0,Los Padres NF,7/14/81,NA,NA,NA,V,NA,NA,NA,NA,CDF,NA,2045,15,GAP,Equipment use,NA,NA,7/14/81
